Date,India,Punjab,Haryana,Rajasthan,Delhi,UP
01-04-2021,3997.9,120.2,112,204.8,72.2,283.2
02-04-2021,4050.4,118,117.3,205.2,71,308.8
03-04-2021,4087.4,121,116.8,203.5,68.3,312.5
04-04-2021,3953.8,118.4,107.8,200.7,68,301.9
05-04-2021,4070.2,118.4,119.7,208.6,76.8,321.9
06-04-2021,4064.1,110.8,126.1,211.3,80.7,331
07-04-2021,4119.5,107.8,119.6,214.8,81.7,336.1
08-04-2021,4160.4,120.7,129.5,214.9,79.9,339.8
09-04-2021,4121.9,122.4,130,214.5,79.5,331.8
10-04-2021,4085.6,129,129.4,214.2,76.9,332.7
11-04-2021,3944.4,121.1,117.6,208.6,75.5,327.5
12-04-2021,4045.4,126.4,131.4,212.6,83.6,341.6
13-04-2021,4046.9,125.6,137.6,222.8,85.8,354.5
14-04-2021,3958.2,132.7,137.5,223,85.9,358.6
15-04-2021,3920.3,126.8,141.4,223.4,88.7,372.3
16-04-2021,3942.5,123.2,122.8,209.2,86,340.5
17-04-2021,3879.9,123.1,122.6,209.2,66.4,325.1
18-04-2021,3834.7,114.9,121.7,213.5,67.6,340
19-04-2021,3989.8,127.4,136.6,216.4,79.9,347
20-04-2021,3992.1,125,128.5,208.8,69.5,352.7
21-04-2021,3910.2,117.1,124.3,205.6,64.2,328.3
22-04-2021,3823.3,118.4,132.5,210.5,64.5,297.9
23-04-2021,3809.9,103.6,123.8,214.8,64,322.1
24-04-2021,3838.3,114.6,125.3,214.3,59.7,329.1
25-04-2021,3749.6,109.5,119.5,209.3,61.1,334.3
26-04-2021,3918.1,129.6,135.3,216.3,66.3,358
27-04-2021,3970.2,130.7,145,221.6,70.8,364.1
28-04-2021,4013.3,138.5,138.2,227.4,76.1,381.9
29-04-2021,4020.9,150.8,150.5,228.3,79.1,377.5
30-04-2021,3956.8,154.9,146.9,223.6,80.1,369.6
01-05-2021,3778.5,155.9,145.1,217.5,79.7,384.8
02-05-2021,3685.5,150.3,137.3,213.2,80,365.7
03-05-2021,3746.5,151.9,144.4,221.2,81.9,352.4
04-05-2021,3780.3,148,149.8,226.1,83.9,369.3
05-05-2021,3788,146.9,149,227.7,84.6,365.3
06-05-2021,3765.3,146.2,134.4,220.9,80.5,357.3
07-05-2021,3707.4,140.1,125.3,220.4,72.8,331.5
08-05-2021,3773.3,147.1,139.5,228.2,74.3,366.3
09-05-2021,3634.8,136,132.3,222.4,75.6,351
10-05-2021,3681.2,145.5,134.5,223.2,74.6,344.8
11-05-2021,3672.7,146.8,134.1,218.1,77.9,362.1
12-05-2021,3587.3,140.9,132.8,211.1,77.7,340.1
13-05-2021,3505.6,127.3,125.3,207.7,71.6,310.5
14-05-2021,3570.7,137.2,132.2,216.6,73,343.6
15-05-2021,3564.8,137.2,131.8,217.7,72.8,355.4
16-05-2021,3420.1,138.3,129.2,222.4,73.6,372.9
17-05-2021,3455.1,151.6,145.1,221.1,79.3,380.8
18-05-2021,3300.5,154.2,142.4,174.5,74.1,330.1
19-05-2021,3150.5,151.2,103.7,130,60.6,236.2
20-05-2021,3185.1,156.5,102.3,158.1,55.2,211
21-05-2021,3280,137.9,104.1,183.7,58.9,265.3
22-05-2021,3365.6,155.2,108.3,176.2,58.4,289.4
23-05-2021,3379,137.9,110.5,181.2,60.4,323.5
24-05-2021,3500.8,141,119.8,212.9,62.9,330.7
25-05-2021,3500.9,154.1,135.9,223.8,69.2,340.6
26-05-2021,3474.4,163.1,147.7,230.5,70.4,372.9
27-05-2021,3505.8,172.1,156.1,235.2,81.6,361.5
28-05-2021,3632.2,176.3,163.7,238.4,88.7,337
29-05-2021,3729.6,177.3,163.1,242.1,86.1,348
30-05-2021,3610,167.8,127.6,230.8,83.7,353.5
31-05-2021,3752.7,159.8,144.4,242.7,90,402.6
01-06-2021,3534.4,131,104.6,219.3,75.3,312.4
02-06-2021,3629.3,151.1,135.1,210.3,81.8,371.6
03-06-2021,3628.9,144.3,140,204.8,88.3,399.8
04-06-2021,3676.9,144.4,145.8,230.8,91.3,405.5
05-06-2021,3594.6,156,141.4,218.1,82.1,404.5
06-06-2021,3783,176,168.1,243.8,104.2,442.2
07-06-2021,3783,176,168.1,243.8,104.2,442.2
08-06-2021,3903.9,195.6,183.3,255.2,113.7,448
09-06-2021,3934.7,219.5,197.4,267.6,122.8,456
10-06-2021,3906,229.1,194,267.7,128.6,416.4
11-06-2021,3814.6,222.1,171,273.4,114.2,391.3
12-06-2021,3770.8,237.3,178.5,271,110.2,369
13-06-2021,3587.4,206.3,143.5,247.6,97.3,360.3
14-06-2021,3788.2,239.1,180.8,253.7,110.2,373.6
15-06-2021,3799.3,243.2,175.8,238.4,113.2,369.9
16-06-2021,3772.3,242.7,177.9,229.1,107.7,373.7
17-06-2021,3776.4,255.4,189.1,239.2,108.5,374.8
18-06-2021,3766.2,261.8,195.3,243.3,109,353.4
19-06-2021,3682.4,268.6,196,237.2,102.8,328.5
20-06-2021,3585.1,263.3,185.5,223.9,97.3,326.5
21-06-2021,3866.5,274,206.4,221.4,110.9,378
22-06-2021,4047.2,289.5,221.1,238.1,117.3,419.8
23-06-2021,4116.4,285.7,232,253.8,123.7,433.3
24-06-2021,4046.2,283.1,223.8,251.7,125.6,410.4
25-06-2021,4076.5,302.4,224.7,244.7,117.3,402.1
26-06-2021,4048.7,275.9,217.4,244.1,112.2,411.5
27-06-2021,3925.6,285.7,218.9,240.6,114.3,425.8
28-06-2021,4133.7,293,238.5,257.3,128.9,458.5
29-06-2021,4301.4,296.3,248.6,274.6,132.4,476.8
30-06-2021,4384.5,297.9,251.7,281.4,135.9,485.6
01-07-2021,4321,306.1,257.7,286.1,141.8,486.5
02-07-2021,4287.4,304.6,258,289.6,141,480.5
03-07-2021,4220.3,267.9,221.4,281.9,119.1,451.7
04-07-2021,4191.9,297.6,221.9,269.7,114.1,462.5
05-07-2021,4336.5,301.7,243.4,275.7,127.5,482.5
06-07-2021,4470.1,300.7,255.4,283.4,134.7,505.3
07-07-2021,4508.1,292.9,266.2,294.7,142.3,514.5
08-07-2021,4360,293,265,298.9,141.9,490.2
09-07-2021,4309.8,289.4,257.5,298.5,135.9,480.2
10-07-2021,4278.6,289.4,265.9,296.4,135,503.5
11-07-2021,4035.2,287.5,245.3,276.1,131.8,472.6
12-07-2021,4038,246.6,241.2,262.1,129.8,475.3
13-07-2021,4034.4,243.7,212.8,258.2,119.9,482.5
14-07-2021,3976.2,258.7,185.4,247.8,108.3,466.6
15-07-2021,4024.2,276,182.5,249.7,111.9,485.8
16-07-2021,4198.2,291.6,208.3,269.2,125.9,504.7
17-07-2021,4237.5,296.6,233.4,285.8,129.3,489.7
18-07-2021,3932.4,299.4,209.3,260.3,120.6,417.2
19-07-2021,3851.3,286.5,150.2,244,100.8,373.9
20-07-2021,3782,206.7,152.8,250.9,98.2,382.1
21-07-2021,3741.7,202.5,165.8,258.6,100.2,396.2
22-07-2021,3804.6,241.3,179.2,263.5,110.7,406.6
23-07-2021,3887.7,260,188.7,257.9,113.5,437.7
24-07-2021,3896.7,272.2,202.5,258.8,113.4,440.5
25-07-2021,3869.8,286,201,255.2,116.3,457.6
26-07-2021,4012,276.6,211.3,253.7,123.7,475.8
27-07-2021,3958.7,264.2,198.7,241.3,113.7,437.9
28-07-2021,3746.6,186.9,151.9,227.5,102.4,363.2
29-07-2021,3725.3,169,152.4,221.1,101.4,376.3
30-07-2021,3728.4,197,151.4,219.4,101.9,375.8
31-07-2021,3740.6,221.3,163.2,204.8,100.3,379
01-08-2021,3621.3,231.6,154.9,201.1,96.4,329
02-08-2021,3851.9,244.4,172.7,206.7,104.8,377.7
03-08-2021,3958.9,236.7,181.4,207.9,107.4,404
04-08-2021,4039.7,240,190.7,213.5,109.2,426.6
05-08-2021,4155.9,245.4,196.5,224.8,115,437.7
06-08-2021,4213,241.2,201.1,234.6,118.9,453.7
07-08-2021,4239.2,252.1,203.1,236,112.1,445.5
08-08-2021,4095.3,259.8,180.5,231.5,101.1,422.6
09-08-2021,4245.8,253.4,194,244.3,105.3,403
10-08-2021,4325.7,274.9,207.4,255.2,111.7,404.5
11-08-2021,4377.1,283.6,220.2,265.3,116.6,416.8
12-08-2021,4427.4,288.5,226.3,270.5,119.9,425.6
13-08-2021,4455.5,294,232,278.4,122,447.6
14-08-2021,4440.7,303.6,231.8,283.6,117.6,453.2
15-08-2021,4260.2,291.3,214.7,283.3,107.2,483.3
16-08-2021,4371.6,298.7,231.7,285.3,124.5,474.9
17-08-2021,4424.8,300.4,245.1,298.6,133.9,494.8
18-08-2021,4383.9,303,251.1,308,134.6,500.8
19-08-2021,4364.6,300.9,252.2,310.8,135,481.4
20-08-2021,4204.7,298.3,229.2,300.4,116.3,395.9
21-08-2021,4014.1,284.2,173.6,280.7,101.4,360.3
22-08-2021,3733.2,207.3,152.5,245.4,95,385.6
23-08-2021,3988.2,213.1,174.2,254.8,110.5,406.4
24-08-2021,4208,244.3,198,280.3,119.9,407.2
25-08-2021,4291.6,257.9,206.7,289.8,118.8,405.9
26-08-2021,4294.1,270.9,219.4,289.1,117.1,414.3
27-08-2021,4271.8,270.3,225.3,276.4,117.9,417
28-08-2021,4217.5,269.5,227.2,287.6,114.7,424.3
29-08-2021,4032.4,270.4,214.1,299.5,109.2,418.3
30-08-2021,4026.8,275.5,210.4,286.4,105.9,422.9
31-08-2021,3980.9,280.5,204.1,270,104.6,398.7
01-09-2021,3948.6,277.8,179.8,245.3,92.2,401.3
02-09-2021,3985,273.2,181.8,235.6,95.9,419.6
03-09-2021,3947.8,246.3,172.8,222.2,102.7,422.1
04-09-2021,3900.5,235.9,160.8,234.8,97.9,408.8
05-09-2021,3794.9,241.8,160.6,241.7,96.4,421.2
06-09-2021,3954.3,256.3,185.8,251.3,111.9,451.9
07-09-2021,3885.6,255.7,188.4,261,114.1,430.5
08-09-2021,3913.7,255.8,183.4,264.5,109.1,423.4
09-09-2021,3976.6,254.1,191.2,259.4,109.5,433.3
10-09-2021,3866,222.1,179.5,235.2,107.7,422.5
11-09-2021,3686.8,173.6,143.4,198.9,89.3,383.8
12-09-2021,3565.7,147.4,128,185.4,85.2,397.4
13-09-2021,3711.4,167.2,142.3,201.4,95.2,412.1
14-09-2021,3673.1,186,151,200,97.1,365.1
15-09-2021,3731.9,207.2,161.7,207.5,101.3,326.4
16-09-2021,3744.2,214.2,163.1,218,97.5,270.4
17-09-2021,3744.2,214.2,163.1,218,97.5,270.4
18-09-2021,3858.2,235.8,162.2,220.5,91.2,334.3
19-09-2021,3853.4,253.6,163.9,215.2,93,373.4
20-09-2021,3995.3,257.4,186.4,224.7,106.5,407.9
21-09-2021,3930.6,228.4,189,219.7,108.4,413.5
22-09-2021,3795.1,206.7,156.7,193,100.3,380.6
23-09-2021,3728.7,161.6,140.9,187.6,98.9,367
24-09-2021,3729.1,160.2,140.3,189.2,97.6,346.4
25-09-2021,3792.1,173.7,149,201,94.5,349.5
26-09-2021,3648.9,180.9,140.5,199.9,90.2,357.4
27-09-2021,4026.8,275.5,210.4,286.4,105.9,422.9
28-09-2021,3980.9,280.5,204.1,270,104.6,398.7
29-09-2021,3948.6,277.8,179.8,245.3,92.2,401.3
30-09-2021,3985,273.2,181.8,235.6,95.9,419.6
01-10-2021,3947.8,246.3,172.8,222.2,102.7,422.1
02-10-2021,3900.5,235.9,160.8,234.8,97.9,408.8
03-10-2021,3794.9,241.8,160.6,241.7,96.4,421.2
04-10-2021,3824.3,193.2,181.1,231.7,111,371.3
05-10-2021,3830.1,183.5,177.1,223,112.4,382
06-10-2021,3844.9,185.6,177.7,223.2,111,386.8
07-10-2021,3886.8,193.3,170.8,216.2,107,381.6
08-10-2021,3899.6,190.6,184,221.8,103.8,371.9
09-10-2021,3828,170.8,171.8,236,96.9,385.7
10-10-2021,3771.9,179.6,160,247.9,94.2,400.6
11-10-2021,3890.3,179.1,171.5,239.6,101.9,407.2
12-10-2021,3918.4,186.5,175.2,240.8,101.5,413.4
13-10-2021,3904.1,195.3,167.1,240.5,95.4,392.6
14-10-2021,3838.5,179,156.8,241.6,89,393.1
15-10-2021,3683.4,177.2,140.9,238.5,78.3,370.9
16-10-2021,3711.9,161.2,145.4,230.5,84.5,389.7
17-10-2021,3561.5,151.5,132.7,236.4,80.1,335.9
18-10-2021,3536.7,145.4,124.7,216.1,75.4,283.8
19-10-2021,3581.1,147.8,133.6,222.4,72.5,279.9
20-10-2021,3640.1,149,142.7,223.2,75,298.4
21-10-2021,3640.3,144.9,141.9,223.6,72.7,298.1
22-10-2021,3687.7,140.4,141.5,227.2,74.2,288.7
23-10-2021,3622.5,132.8,138.9,229.4,73.3,287.9
24-10-2021,3426.1,97.2,116.7,209.9,68.5,276.6
25-10-2021,3528.5,110.9,118.8,214.9,68.9,274.9
26-10-2021,3605,117.1,127.3,219.6,68.2,274.7
27-10-2021,3591.4,116.5,125.1,222.2,66.6,266.3
28-10-2021,3580.6,115.5,123.9,224.9,65,261.9
29-10-2021,3554.6,116.3,124.5,227.3,66.3,263.1
30-10-2021,3492.8,115.6,122,226.9,61.3,260.4
31-10-2021,3381.3,111.1,111,226.6,60.9,254.8
01-11-2021,3424.7,114.8,119.5,230.1,65.4,259.5
02-11-2021,3457.9,115.8,121.3,231.9,65.3,274.5
03-11-2021,3392.7,117.6,115.5,229.8,63,276.5
04-11-2021,3070.6,92.6,91.2,212.1,55.7,267
05-11-2021,2946.9,79.2,84.5,198.9,51.8,241.2
06-11-2021,3070.4,101.6,95.8,211.6,52,241.5
07-11-2021,3091.2,105.2,99.5,223.5,54.8,242.4
08-11-2021,3260.9,110.5,111.3,230.7,60,256.8
09-11-2021,3371,113.7,116.1,242.7,62.7,266.1
10-11-2021,3402.1,113.5,116,249.3,60.8,267.8
11-11-2021,3359.5,114,116.4,252.4,61.4,268.1
12-11-2021,3407,116.5,117,254.5,62.7,270.4
13-11-2021,3408.7,115.4,116,252.9,58.8,265.6
14-11-2021,3324.7,109.4,104.9,248,57.7,272.4
15-11-2021,3432.3,109.7,113.2,253.4,60.9,266
16-11-2021,3467.2,113.7,116.7,251.6,60.6,280
17-11-2021,3457.9,114.1,117.3,253.3,63.5,277.8
18-11-2021,3410.6,113.5,117.9,241.9,62.2,276.6
19-11-2021,3328.1,110.5,118.3,229.5,61.8,276.4
20-11-2021,3340.7,113.3,140.8,229.4,58.1,270.2
21-11-2021,3207.6,105.6,107.3,230.6,59,266.7
22-11-2021,3355.1,112.5,115,235.6,60.9,274.1
23-11-2021,3434,116.2,121,231.9,61.9,281.6
24-11-2021,3464.6,118.6,123.7,245.1,62.2,282.8
25-11-2021,3473.1,118.4,123.5,243.6,62.3,287.3
26-11-2021,3486.5,119.5,126.1,249.8,64,287.4
27-11-2021,3458.5,119.8,125.7,251.7,60.4,285.9
28-11-2021,3309.9,117.5,114.7,250.3,58.8,277
29-11-2021,3390.7,120.7,123.5,251.9,61.7,280
30-11-2021,3418.4,123.6,126.1,254.1,62.5,282.6
01-12-2021,3353.7,126.1,125.5,247.1,63.1,280.4
02-12-2021,3280.5,122.1,125.8,244.8,63.3,274.5
03-12-2021,3338.3,116.5,124.1,249.8,64.2,272.7
04-12-2021,3356.5,123,124.9,248.5,60.8,270.5
05-12-2021,3289.4,133.4,113.1,255.4,58.9,276.3
06-12-2021,3422.8,136.8,120.6,257.5,62.2,284.3
07-12-2021,3505.2,145.1,127.9,261.8,63.8,293.1
08-12-2021,3546.7,147.5,130,262.4,64.3,292.7
09-12-2021,3570.2,145.1,129.2,265.6,64.4,294.9
10-12-2021,3573.3,141.8,129.6,267.9,66,293.6
11-12-2021,3554.8,138,126.2,267.6,63.3,288.6
12-12-2021,3414.9,128.7,115.6,265.5,60.1,273.4
13-12-2021,3532.3,135,126.7,264.8,64.9,285.1
14-12-2021,3591.1,135.4,133.5,269.9,64,295.1
15-12-2021,3602.2,131.9,134.3,270.6,66.3,301
16-12-2021,3629.3,133.4,133.8,271.2,67,300.6
17-12-2021,3647.9,135.7,134.4,271.6,69.3,299.2
18-12-2021,3629.5,140.1,134.9,271.9,66.8,306.7
19-12-2021,3481.2,129.5,125.4,268,63.9,306.6
20-12-2021,3634.3,135.3,134.2,274.9,72.1,319.6
21-12-2021,3713.8,136.3,137.9,280,72.4,323.2
22-12-2021,3735.5,136,139,277.4,71.9,324.6
23-12-2021,3761.5,130.2,136.2,281.2,72,323.1
24-12-2021,3788.2,129.9,135.8,287.5,73.3,321.5
25-12-2021,3720.8,127.4,133.2,285.2,68,313.7
26-12-2021,3578.8,118.1,117,267.3,64.7,308
27-12-2021,3665.3,121,115.8,257.4,67.5,305.5
28-12-2021,3591.5,125.8,128.2,247.9,70.7,297.3
29-12-2021,3552.9,127.4,130,256.4,70.1,278.2
30-12-2021,3623.1,129,129.1,257.9,69.5,302.7
31-12-2021,3655.3,132.1,129.4,265.1,74,315.8
01-01-2022,3588.5,131.6,127.4,267.5,70.5,318.2
02-01-2022,3481.9,119.2,117.1,258.1,66.3,297.8
03-01-2022,3665,123.4,128,262.5,71.8,310.9
04-01-2022,3725.9,120.7,129.8,267.2,70,312.2
05-01-2022,3656,114.3,118.2,215.9,73.4,313.9
06-01-2022,3580.1,113.9,113.7,207,71.2,280.9
07-01-2022,3592.5,117.1,119.3,208.8,72,294.5
08-01-2022,3453.6,103,97.3,192,58,274.2
09-01-2022,3359,109.6,98.4,203.9,59.9,273.7
10-01-2022,3512.8,119.2,111.3,219.3,72.4,292.3
11-01-2022,3564.9,122.2,117.8,230.6,73.6,298.6
12-01-2022,3564.5,122.7,119.4,240.6,73.1,297.8
13-01-2022,3573.6,121.9,119.3,244.5,75.3,304.4
14-01-2022,3474.4,124.4,121,243.7,79.5,315.6
15-01-2022,3443,124.6,122.1,247.4,66.9,313.4
16-01-2022,3407.1,117.2,111.1,247.9,66.4,310.9
17-01-2022,3624.2,124,123,257.8,78,322.4
18-01-2022,3712.6,122.5,127.1,260.9,79.8,335.7
19-01-2022,3754.5,118.8,128.6,267.1,79.6,340.5
20-01-2022,3789.4,129.3,125.8,269.2,77.7,334
21-01-2022,3811.7,128.8,127.1,267.5,79.1,333.1
22-01-2022,3645.9,110.9,104.7,243.4,67,292.2
23-01-2022,3537.1,110.9,104.7,243.4,67,292.2
24-01-2022,3733.5,126.1,117.9,254.2,78.1,309.6
25-01-2022,3793.9,128.5,123.3,259,80.7,324.2
26-01-2022,3618.1,114.7,105.8,260.5,69.2,332.5
27-01-2022,3738.4,121.4,116.5,268.1,75.8,325.1
28-01-2022,3834.5,122.7,122.9,275.9,78.4,328.3
29-01-2022,3817.3,121,124.6,278.1,71.8,322.7
30-01-2022,3722.9,111.5,113.6,276.8,68.6,312.9
31-01-2022,3855.2,118.1,120.9,276.6,71.6,329.3
01-02-2022,3876.6,123.8,125.9,275.8,73.5,325.1
02-02-2022,3904.2,126.1,125.6,280,73.4,327.6
03-02-2022,3837.1,119.8,119,278.3,76.1,289.1
04-02-2022,3826.7,124.8,125.8,282.1,77.4,304
05-02-2022,3860.3,121.5,128.8,277,72.7,317.1
06-02-2022,3748.1,112.2,114.9,276.4,67.5,311.3
07-02-2022,3874.5,116.8,123.4,278.9,69.2,315.7
08-02-2022,3936.1,116.9,125.4,282.8,69.6,315.9
09-02-2022,3899.8,118.2,120.3,266.6,69,308.6
10-02-2022,3889.5,118.5,124.8,272.8,67.8,305.8
11-02-2022,3892.4,120.5,125.9,278.7,69.3,306
12-02-2022,3865.8,120.3,125.9,276.8,64.1,308.3
13-02-2022,3765,110.6,114.5,274.3,61.5,308.2
14-02-2022,3874.9,124.5,126.2,277.1,65.1,315.1
15-02-2022,3921.8,126.3,130.4,280,65.4,312.3
16-02-2022,3953.8,130,131.8,281.7,65.6,311.8
17-02-2022,3945,131.2,131.4,279.3,64.3,307.3
18-02-2022,3974.4,137.4,131.8,280.3,65.6,309.6
19-02-2022,3948.5,138.2,130.2,278.5,61,315.2
20-02-2022,3802.3,124.7,118.2,273.1,59.4,298.1
21-02-2022,3936.1,134.1,129.2,277,61.4,306
22-02-2022,4002.9,126.2,127.4,269.9,63.2,307.5
23-02-2022,3996.7,126.8,126.1,282.6,65.1,303.6
24-02-2022,4040.4,139.2,129.6,281.3,64.4,309.7
25-02-2022,4042.5,138.8,129.4,281.4,65.5,312.4
26-02-2022,3961,117.5,110.7,275,61.8,283.5
27-02-2022,3869.5,123.4,106.3,273.2,59,290.9
28-02-2022,4002.5,133.9,121,274.1,63.1,294.1
01-03-2022,4008.4,134.3,126.9,277.5,61,299.2
02-03-2022,4014.4,135.6,130.7,265.1,63.2,309.4
03-03-2022,4051.4,135.3,127.8,270.7,64.9,312.4
04-03-2022,4079.2,138.3,131.3,272.8,65.3,312.1
05-03-2022,4072.1,140.6,133.1,270.2,60.4,307.4
06-03-2022,3955.4,131.8,122.2,266.5,59.9,309.5
07-03-2022,4056.1,129.9,130.5,269.3,63.9,315.1
08-03-2022,4105.2,144.7,139.2,269.2,65.6,317.5
09-03-2022,4117.5,153.4,141.8,260.1,63.3,324.5
10-03-2022,4132.4,152.4,138.9,260.7,65.8,326.8
11-03-2022,4174.3,152.6,141.3,261.3,67,331.2
12-03-2022,4150.2,150.1,138,266.6,63.8,334.7
13-03-2022,4053.3,147.1,130.4,263.4,62.4,333.5
14-03-2022,4056.1,129.9,130.5,269.3,63.9,315.1
15-03-2022,4105.2,144.7,139.2,269.2,65.6,317.5
16-03-2022,4117.5,153.4,141.8,260.1,63.3,324.5
17-03-2022,4132.4,152.4,138.9,260.7,65.8,326.8
18-03-2022,4174.3,152.6,141.3,261.3,67,331.2
19-03-2022,4150.2,150.1,138,266.6,63.8,334.7
20-03-2022,4053.3,147.1,130.4,263.4,62.4,333.5
21-03-2022,4320,151.7,137.3,262.5,83.8,386.3
22-03-2022,4337.8,147.6,140.3,265.6,83.8,383.6
23-03-2022,4344.2,153.9,142,254.3,83.6,377.1
24-03-2022,4329.1,149.6,136.5,245.1,83.9,393.1
25-03-2022,4311.7,158.3,132.4,231.5,85,389.8
26-03-2022,4269.9,126,139.7,250.8,84.9,359.8
27-03-2022,4191.5,151.5,130.7,249.6,77.4,366.8
28-03-2022,4329.5,155.6,140.8,251.3,84.7,388.7
29-03-2022,4430.5,152.1,144.2,255.8,89.1,394.9
30-03-2022,4437.8,152.7,146,255.4,92.6,402.4
31-03-2022,4456.3,152.9,145.4,254.4,94.9,409.3